word	menukad	lex	unvocalized_lex	POS	Prefix	Gender	Number	Person	Status	Tense	Binyan	Suffix	Suf_Gender	Suf_Number	Suf_Person	fAramaic	no_pipe_menukad	no_prefix_menukad
נמלים	נְמָלִים	נְמָלָה	נמלה	NOUN		FEMININE	PLURAL		ABSOLUTE							False	נְמָלִים	נְמָלִים

ב|חדשי	בְּ|חׇדְשֵׁי	חֹדֶשׁ	חודש	NOUN	PREPOSITION	MASCULINE	PLURAL		CONSTRUCT							False	בְּחׇדְשֵׁי	חׇדְשֵׁי
ה|קיץ	הַ|קַּיִץ	קַיִץ	קיץ	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַקַּיִץ	קַיִץ
.	.			PUNCTUATION												False	.	.

ב|חדשי	בְּ|חׇדְשֵׁי	חֹדֶשׁ	חודש	NOUN	PREPOSITION	MASCULINE	PLURAL		CONSTRUCT							False	בְּחׇדְשֵׁי	חׇדְשֵׁי
ה|קיץ	הַ|קַּיִץ	קַיִץ	קיץ	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַקַּיִץ	קַיִץ
כמו	כְּמוֹ	כְּמוֹ	כמו	PREPOSITION												False	כְּמוֹ	כְּמוֹ
חגב	חָגָב	חָגָב	חגב	PROPERNAME		MASCULINE	SINGULAR									False	חָגָב	חָגָב

ב|עת	בְּ|עֵת	עֵת	עת	NOUN	PREPOSITION	FEMININE	SINGULAR		CONSTRUCT							False	בְּעֵת	עֵת
ה|קיץ	הַ|קַּיִץ	קַיִץ	קיץ	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַקַּיִץ	קַיִץ
-	-			PUNCTUATION												False	-	-
ו|יש	וְ|יֵשׁ	יֵשׁ	יש	EXISTENTIAL	CONJUNCTION											False	וְיֵשׁ	יֵשׁ
ש|אדם	שֶׁ|אָדָם	אָדָם	אדם	NOUN	RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINE	SINGULAR		ABSOLUTE							False	שֶׁאָדָם	אָדָם
שר	שַׂר	שַׂר	שר	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	שַׂר	שַׂר
.	.			PUNCTUATION												False	.	.

וב|חורף	וּבַ|חֹרֶף	חֹרֶף	חורף	NOUN	CONJUNCTION+DEFINITEARTICLE+PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	וּבַחֹרֶף	חֹרֶף
ה|נמלים	הַ|נְּמָלִים	נְמָלָה	נמלה	NOUN	DEFINITEARTICLE	FEMININE	PLURAL		ABSOLUTE							False	הַנְּמָלִים	נְמָלִים
מתכנסות	מִתְכַּנְּסוֹת	כנס	כנס	VERB		FEMININE	PLURAL	PERSON_ANY		PRESENT	BINYAN_HITPAEL					False	מִתְכַּנְּסוֹת	מִתְכַּנְּסוֹת

מתנועעות	מִתְנוֹעֲעוֹת	נוע	נוע	VERB		FEMININE	PLURAL	PERSON_ANY		PRESENT	BINYAN_HITPAEL					False	מִתְנוֹעֲעוֹת	מִתְנוֹעֲעוֹת
ב|רכושן	בִּ|רְכוּשָׁן	רְכוּשׁ	רכוש	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_FEMININE	SUF_NUMBER_PLURAL	SUF_PERSON_3	False	בִּרְכוּשָׁן	רְכוּשָׁן
ו|מכלות	וּ|מְכַלּוֹת	כלי	כלי	VERB	CONJUNCTION	FEMININE	PLURAL	PERSON_ANY		PRESENT	BINYAN_PIEL					False	וּמְכַלּוֹת	מְכַלּוֹת
לאט	לְאַט	לְאַט	לאט	ADVERB												False	לְאַט	לְאַט

את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ה|רכוש	הָ|רְכוּשׁ	רְכוּשׁ	רכוש	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הָרְכוּשׁ	רְכוּשׁ
ו|את	וְ|אֶת	אֶת	את	AT_PREP	CONJUNCTION											False	וְאֶת	אֶת
ה|חורף	הַ|חֹרֶף	חֹרֶף	חורף	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַחֹרֶף	חֹרֶף
מכלות	מְכַלּוֹת	כלי	כלי	VERB		FEMININE	PLURAL	PERSON_ANY		PRESENT	BINYAN_PIEL					False	מְכַלּוֹת	מְכַלּוֹת

לאט	לְאַט	לְאַט	לאט	ADVERB												False	לְאַט	לְאַט
,	,			PUNCTUATION												False	,	,
לאט	לְאַט	לְאַט	לאט	ADVERB												False	לְאַט	לְאַט
.	.			PUNCTUATION												False	.	.

נה	נה	נה	נה	NUMERAL												False	נה	נה
,	,			PUNCTUATION												False	,	,
נה	נה	נה	נה	NUMERAL												False	נה	נה
,	,			PUNCTUATION												False	,	,
נה	נה	נה	נה	NUMERAL												False	נה	נה
,	,			PUNCTUATION												False	,	,
נה	נה	נה	נה	NUMERAL												False	נה	נה

אדם	אָדָם	אָדָם	אדם	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	אָדָם	אָדָם
צובר	צוֹבֵר	צבר	צבר	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	צוֹבֵר	צוֹבֵר
זכרונות	זִכְרוֹנוֹת	זִכָּרוֹן	זיכרון	NOUN		MASCULINE	PLURAL		ABSOLUTE							False	זִכְרוֹנוֹת	זִכְרוֹנוֹת
כמו	כְּמוֹ	כְּמוֹ	כמו	PREPOSITION												False	כְּמוֹ	כְּמוֹ
נמלים	נְמָלִים	נְמָלָה	נמלה	NOUN		FEMININE	PLURAL		ABSOLUTE							False	נְמָלִים	נְמָלִים
...	...			PUNCTUATION												False	...	...

וה|חגב	וְהֶ|חָגָב	חָגָב	חגב	NOUN	CONJUNCTION+DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	וְהֶחָגָב	חָגָב
ב|חורף	בַּ|חֹרֶף	חֹרֶף	חורף	NOUN	DEFINITEARTICLE+PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בַּחֹרֶף	חֹרֶף
שר	שַׂר	שַׂר	שר	NOUN		MASCULINE	SINGULAR		CONSTRUCT							False	שַׂר	שַׂר
ל|פתחים	לַ|פְּתָחִים	פֶּתַח	פתח	NOUN	DEFINITEARTICLE+PREPOSITION	MASCULINE	PLURAL		ABSOLUTE							False	לַפְּתָחִים	פְּתָחִים

לטעום	לִטְעֹם	טעם	טעם	VERB						TOINFINITIVE	BINYAN_PAAL					False	לִטְעֹם	לִטְעֹם
מ|זכרונות	מִ|זִּכְרוֹנוֹת	זִכָּרוֹן	זיכרון	NOUN	PREPOSITION	MASCULINE	PLURAL		CONSTRUCT							False	מִזִּכְרוֹנוֹת	זִכְרוֹנוֹת
ה|עונה	הָ|עוֹנָה	עוֹנָה	עונה	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הָעוֹנָה	עוֹנָה

ה|עונה	הָ|עוֹנָה	עוֹנָה	עונה	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הָעוֹנָה	עוֹנָה
ה|אהובה	הָ|אֲהוּבָה	אָהוּב	אהוב	ADJECTIVE	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הָאֲהוּבָה	אֲהוּבָה
שב|שירו	שֶׁבְּ|שִׁירוֹ	שִׁיר	שיר	NOUN	PREPOSITION+RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	שֶׁבְּשִׁירוֹ	שִׁירוֹ

ממנו	מִמֶּנּוּ	מִן	מין	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_PLURAL	SUF_PERSON_1	False	מִמֶּנּוּ	מִמֶּנּוּ
חמקה	חָמְקָה	חמק	חמק	VERB		FEMININE	SINGULAR	PERSON_3		PAST	BINYAN_PAAL					False	חָמְקָה	חָמְקָה
.	.			PUNCTUATION												False	.	.

אדם	אָדָם	אָדָם	אדם	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	אָדָם	אָדָם
צובר	צוֹבֵר	צבר	צבר	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	צוֹבֵר	צוֹבֵר
זכרונות	זִכְרוֹנוֹת	זִכָּרוֹן	זיכרון	NOUN		MASCULINE	PLURAL		ABSOLUTE							False	זִכְרוֹנוֹת	זִכְרוֹנוֹת
כמו	כְּמוֹ	כְּמוֹ	כמו	PREPOSITION												False	כְּמוֹ	כְּמוֹ
נמלים	נְמָלִים	נְמָלָה	נמלה	NOUN		FEMININE	PLURAL		ABSOLUTE							False	נְמָלִים	נְמָלִים
...	...			PUNCTUATION												False	...	...



#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
שיר	שִׁיר	שִׁיר	שיר	NOUN		MASCULINE	SINGULAR		CONSTRUCT							False	שִׁיר	שִׁיר
אהבה	אַהֲבָה	אַהֲבָה	אהבה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	אַהֲבָה	אַהֲבָה
אינדיאני	אִינְדְּיָאנִי	אִינְדְּיָאנִי	אינדייאני	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	אִינְדְּיָאנִי	אִינְדְּיָאנִי
(	(			PUNCTUATION												False	(	(
Miguel	Miguel			FOREIGN												False	Miguel	Miguel
)	)			PUNCTUATION												False	)	)
/	/			PUNCTUATION												False	/	/
עלמה	עַלְמָה	עַלְמָה	עלמה	PROPERNAME		FEMININE	SINGULAR									False	עַלְמָה	עַלְמָה
זהר	זֹהַר	זֹהַר	זהר	PROPERNAME												False	זֹהַר	זֹהַר

ארבע	אַרְבַּע	אַרְבָּעָה	ארבעה	NUMERAL		FEMININE	PLURAL		ABSOLUTECONSTRUCT							False	אַרְבַּע	אַרְבַּע
לפנות	לִפְנוֹת	פני	פני	VERB						TOINFINITIVE	BINYAN_PAAL					False	לִפְנוֹת	לִפְנוֹת
בוקר	בֹּקֶר	בֹּקֶר	בוקר	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	בֹּקֶר	בֹּקֶר
,	,			PUNCTUATION												False	,	,
מעיר	מֵעִיר	עור	עור	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HIFIL					False	מֵעִיר	מֵעִיר
אותי	אוֹתִי	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	אוֹתִי	אוֹתִי
צלצול	צִלְצוּל	צִלְצוּל	צלצול	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	צִלְצוּל	צִלְצוּל
,	,			PUNCTUATION												False	,	,

עדיין	עֲדַיִן	עֲדַיִן	עדיין	ADVERB												False	עֲדַיִן	עֲדַיִן
ישנה	יְשֵׁנָה	ישׁן	ישׁן	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	יְשֵׁנָה	יְשֵׁנָה
,	,			PUNCTUATION												False	,	,
אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
עונה	עוֹנָה	עני	עני	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	עוֹנָה	עוֹנָה
מתוך	מִתּוֹךְ	מִתּוֹךְ	מתוך	PREPOSITION												False	מִתּוֹךְ	מִתּוֹךְ
שיעול	שִׁעוּל	שִׁעוּל	שיעול	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	שִׁעוּל	שִׁעוּל
.	.			PUNCTUATION												False	.	.

לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
שומעים	שׁוֹמְעִים	שׁמע	שׁמע	VERB		MASCULINE	PLURAL	PERSON_ANY		PRESENT	BINYAN_PAAL					False	שׁוֹמְעִים	שׁוֹמְעִים
כל	כׇּל			ADVERB												False	כׇּל	כׇּל
כך	כָּךְ			ADVERB								ACCUSATIVENOMINATIVE				False	כָּךְ	כָּךְ
טוב	טוֹב	טוֹב	טוב	ADVERB												False	טוֹב	טוֹב
,	,			PUNCTUATION												False	,	,
זו	זוֹ	זֶה	זה	PRONOUN		FEMININE	SINGULAR	PERSON_3								False	זוֹ	זוֹ
כנראה	כַּנִּרְאֶה	כַּנִּרְאֶה	כנראה	ADVERB												False	כַּנִּרְאֶה	כַּנִּרְאֶה
שיחה	שִׂיחָה	שִׂיחָה	שיחה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	שִׂיחָה	שִׂיחָה
מ|חו"ל	מֵ|חוּ"ל	חו"ל	חו"ל	INITIALISM	PREPOSITION											False	מֵחוּ"ל	חוּ"ל
.	.			PUNCTUATION												False	.	.

הלו	הָלוֹ	הָלוֹ	הלו	INTERJECTION												False	הָלוֹ	הָלוֹ
?	?			PUNCTUATION												False	?	?
הלו	הָלוֹ	הָלוֹ	הלו	INTERJECTION												False	הָלוֹ	הָלוֹ
?	?			PUNCTUATION												False	?	?

Mi	Mi			FOREIGN												False	Mi	Mi
amor	amor			FOREIGN												False	amor	amor
,	,			PUNCTUATION												False	,	,
it	it			FOREIGN												False	it	it
'	'			PUNCTUATION												False	'	'
s	s			FOREIGN												False	s	s
Miguel	Miguel			FOREIGN												False	Miguel	Miguel
,	,			PUNCTUATION												False	,	,

I	I			FOREIGN												False	I	I
'	'			PUNCTUATION												False	'	'
m	m			FOREIGN												False	m	m
calling	calling			FOREIGN												False	calling	calling
you	you			FOREIGN												False	you	you
in	in			FOREIGN												False	in	in
Israel	Israel			FOREIGN												False	Israel	Israel

Just	Just			FOREIGN												False	Just	Just
to	to			FOREIGN												False	to	to
say	say			FOREIGN												False	say	say
that	that			FOREIGN												False	that	that
I	I			FOREIGN												False	I	I
love	love			FOREIGN												False	love	love
you	you			FOREIGN												False	you	you
,	,			PUNCTUATION												False	,	,

Just	Just			FOREIGN												False	Just	Just
to	to			FOREIGN												False	to	to
say	say			FOREIGN												False	say	say
that	that			FOREIGN												False	that	that
I	I			FOREIGN												False	I	I
love	love			FOREIGN												False	love	love
you	you			FOREIGN												False	you	you
.	.			PUNCTUATION												False	.	.

Did	Did			FOREIGN												False	Did	Did
I	I			FOREIGN												False	I	I
wake	wake			FOREIGN												False	wake	wake
you	you			FOREIGN												False	you	you
up	up			FOREIGN												False	up	up
?	?			PUNCTUATION												False	?	?
Are	Are			FOREIGN												False	Are	Are
you	you			FOREIGN												False	you	you
sleeping	sleeping			FOREIGN												False	sleeping	sleeping
alone	alone			FOREIGN												False	alone	alone
?	?			PUNCTUATION												False	?	?

Is	Is			FOREIGN												False	Is	Is
that	that			FOREIGN												False	that	that
a	a			FOREIGN												False	a	a
man	man			FOREIGN												False	man	man
'	'			PUNCTUATION												False	'	'
s	s			FOREIGN												False	s	s
voice	voice			FOREIGN												False	voice	voice
I	I			FOREIGN												False	I	I
hear	hear			FOREIGN												False	hear	hear
on	on			FOREIGN												False	on	on
the	the			FOREIGN												False	the	the
phone	phone			FOREIGN												False	phone	phone
?	?			PUNCTUATION												False	?	?

You	You			FOREIGN												False	You	You
know	know			FOREIGN												False	know	know
that	that			FOREIGN												False	that	that
I	I			FOREIGN												False	I	I
love	love			FOREIGN												False	love	love
you	you			FOREIGN												False	you	you
.	.			PUNCTUATION												False	.	.

מי	מִי	מִי	מי	INTERROGATIVE												False	מִי	מִי
?	?			PUNCTUATION												False	?	?
מיגל	מִיגֶל	מִיגֶל	מיגל	PROPERNAME												False	מִיגֶל	מִיגֶל
?	?			PUNCTUATION												False	?	?

זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
נוחת	נוֹחֵת	נחת	נחת	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	נוֹחֵת	נוֹחֵת
עלי	עָלַי	עַל	על	MODAL		FEMININE						ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	עָלַי	עָלַי
כמו	כְּמוֹ	כְּמוֹ	כמו	PREPOSITION												False	כְּמוֹ	כְּמוֹ
מכה	מַכָּה	מַכָּה	מכה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	מַכָּה	מַכָּה
,	,			PUNCTUATION												False	,	,

לילות	לֵילוֹת	לַיִל	ליל	NOUN		MASCULINE	PLURAL		ABSOLUTE							False	לֵילוֹת	לֵילוֹת
טרופים	טְרוּפִים	טָרוּף	טרוף	ADJECTIVE		MASCULINE	PLURAL		ABSOLUTE							False	טְרוּפִים	טְרוּפִים
ב|טיפי	בְּ|טִפִּי	טִפִּי	טיפי	ADJECTIVE	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בְּטִפִּי	טִפִּי
ו|דיג	וְ|דַיִג	דַּיִג	דיג	NOUN	CONJUNCTION	MASCULINE	SINGULAR		ABSOLUTE							False	וְדַיִג	דַּיִג
עם	עִם	עִם	עם	PREPOSITION												False	עִם	עִם
חכה	חַכֵּה	חכי	חכי	VERB		MASCULINE	SINGULAR	PERSON_2		IMPERATIVE	BINYAN_PIEL					False	חַכֵּה	חַכֵּה
,	,			PUNCTUATION												False	,	,

אהבה	אַהֲבָה	אַהֲבָה	אהבה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	אַהֲבָה	אַהֲבָה
ש|אפשרית	שֶׁ|אֶפְשָׁרִית	אֶפְשָׁרִי	אפשרי	ADJECTIVE	RELATIVIZIER_SUBORDINATINGCONJUNCTION	FEMININE	SINGULAR		ABSOLUTE							False	שֶׁאֶפְשָׁרִית	אֶפְשָׁרִית
רק	רַק	רַק	רק	CONJUNCTION												False	רַק	רַק
ב|ארץ	בְּ|אֶרֶץ	אֶרֶץ	ארץ	NOUN	PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	בְּאֶרֶץ	אֶרֶץ
רחוקה	רְחוֹקָה	רָחוֹק	רחוק	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	רְחוֹקָה	רְחוֹקָה
.	.			PUNCTUATION												False	.	.

ו|אני	וַ|אֲנִי	אֲנִי	אני	PRONOUN	CONJUNCTION	MASCULINEFEMININE	SINGULAR	PERSON_1								False	וַאֲנִי	אֲנִי
מליון	מִלְיוֹן	מִלְיוֹן	מיליון	NUMERAL		MASCULINE	SINGULARPLURAL		ABSOLUTECONSTRUCT							False	מִלְיוֹן	מִלְיוֹן
שנות	שְׁנוֹת	שָׁנָה	שנה	NOUN		FEMININE	PLURAL		CONSTRUCT							False	שְׁנוֹת	שְׁנוֹת
אור	אוֹר	אוֹר	אור	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	אוֹר	אוֹר
מ|שם	מִ|שָּׁם	שָׁם	שם	ADVERB	PREPOSITION											False	מִשָּׁם	שָׁם
,	,			PUNCTUATION												False	,	,
עמוק	עָמֹק	עָמֹק	עמוק	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	עָמֹק	עָמֹק
בתוך	בְּתוֹךְ	בְּתוֹךְ	בתוך	PREPOSITION												False	בְּתוֹךְ	בְּתוֹךְ
בלבול	בִּלְבּוּל	בִּלְבּוּל	בלבול	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	בִּלְבּוּל	בִּלְבּוּל
,	,			PUNCTUATION												False	,	,

עוד	עוֹד	עוֹד	עוד	ADVERB												False	עוֹד	עוֹד
לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
התאפסתי	הִתְאַפַּסְתִּי	אפס	אפס	VERB		MASCULINEFEMININE	SINGULAR	PERSON_1		PAST	BINYAN_HITPAEL					False	הִתְאַפַּסְתִּי	הִתְאַפַּסְתִּי
מאז	מֵאָז	אָז	אז	ADVERB												False	מֵאָז	מֵאָז
ש|חזרתי	שֶׁ|חָזַרְתִּי	חזר	חזר	VERB	RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINEFEMININE	SINGULAR	PERSON_1		PAST	BINYAN_PAAL					False	שֶׁחָזַרְתִּי	חָזַרְתִּי
מ|חו"ל	מֵ|חוּ"ל	חו"ל	חו"ל	INITIALISM	PREPOSITION											False	מֵחוּ"ל	חוּ"ל
.	.			PUNCTUATION												False	.	.

אתמול	אֶתְמוֹל	אֶתְמוֹל	אתמול	ADVERB												False	אֶתְמוֹל	אֶתְמוֹל
ניתקו	נִתְּקוּ	נתק	נתק	VERB		MASCULINEFEMININE	PLURAL	PERSON_3		PAST	BINYAN_NIFAL					False	נִתְּקוּ	נִתְּקוּ
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ה|חשמל	הַ|חַשְׁמַל	חַשְׁמַל	חשמל	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַחַשְׁמַל	חַשְׁמַל
,	,			PUNCTUATION												False	,	,
חודשיים	חׇדְשַׁיִם	חֹדֶשׁ	חודש	NOUN		MASCULINE	DUAL		ABSOLUTE							False	חׇדְשַׁיִם	חׇדְשַׁיִם
אין	אֵין	אֵין	אין	NEGATION												False	אֵין	אֵין
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
גז	גַּז	גַּז	גז	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	גַּז	גַּז
,	,			PUNCTUATION												False	,	,

עדיין	עֲדַיִן	עֲדַיִן	עדיין	ADVERB												False	עֲדַיִן	עֲדַיִן
מנגנת	מְנַגֶּנֶת	נגן	נגן	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PIEL					False	מְנַגֶּנֶת	מְנַגֶּנֶת
אבל	אֲבָל	אֲבָל	אבל	CONJUNCTION												False	אֲבָל	אֲבָל
שום	שׁוּם	שׁוּם	שום	QUANTIFIER					ABSOLUTECONSTRUCT							False	שׁוּם	שׁוּם
דבר	דָּבָר	דָּבָר	דבר	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	דָּבָר	דָּבָר
לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
זז	זָז	זוז	זוז	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	זָז	זָז
.	.			PUNCTUATION												False	.	.

Mi	Mi			FOREIGN												False	Mi	Mi
amor	amor			FOREIGN												False	amor	amor
,	,			PUNCTUATION												False	,	,
it	it			FOREIGN												False	it	it
'	'			PUNCTUATION												False	'	'
s	s			FOREIGN												False	s	s
Miguel	Miguel			FOREIGN												False	Miguel	Miguel
,	,			PUNCTUATION												False	,	,

I	I			FOREIGN												False	I	I
'	'			PUNCTUATION												False	'	'
m	m			FOREIGN												False	m	m
calling	calling			FOREIGN												False	calling	calling
you	you			FOREIGN												False	you	you
in	in			FOREIGN												False	in	in
Israel	Israel			FOREIGN												False	Israel	Israel

Just	Just			FOREIGN												False	Just	Just
to	to			FOREIGN												False	to	to
say	say			FOREIGN												False	say	say
that	that			FOREIGN												False	that	that
I	I			FOREIGN												False	I	I
love	love			FOREIGN												False	love	love
you	you			FOREIGN												False	you	you
,	,			PUNCTUATION												False	,	,

Just	Just			FOREIGN												False	Just	Just
to	to			FOREIGN												False	to	to
say	say			FOREIGN												False	say	say
that	that			FOREIGN												False	that	that
I	I			FOREIGN												False	I	I
love	love			FOREIGN												False	love	love
you	you			FOREIGN												False	you	you
.	.			PUNCTUATION												False	.	.

ל|רגע	לְ|רֶגַע	רֶגַע	רגע	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	לְרֶגַע	רֶגַע
זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
נשמע	נִשְׁמָע	נִשְׁמָע	נשמע	PARTICIPLE		MASCULINE	SINGULAR	PERSON_ANY	ABSOLUTE		BINYAN_NIFAL					False	נִשְׁמָע	נִשְׁמָע
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
כל	כׇּל			ADVERB												False	כׇּל	כׇּל
כך	כָּךְ			CONTINUE												False	כָּךְ	כָּךְ
אפשרי	אֶפְשָׁרִי	אֶפְשָׁרִי	אפשרי	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	אֶפְשָׁרִי	אֶפְשָׁרִי
,	,			PUNCTUATION												False	,	,

פשוט	פָּשׁוּט	פָּשׁוּט	פשוט	ADVERB												False	פָּשׁוּט	פָּשׁוּט
להמריא	לְהַמְרִיא	מרא	מרא	VERB						TOINFINITIVE	BINYAN_HIFIL					False	לְהַמְרִיא	לְהַמְרִיא
,	,			PUNCTUATION												False	,	,

I	I			FOREIGN												False	I	I
'	'			PUNCTUATION												False	'	'
m	m			FOREIGN												False	m	m
coming	coming			FOREIGN												False	coming	coming
,	,			PUNCTUATION												False	,	,
אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
אומרת	אוֹמֶרֶת	אמר	אמר	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	אוֹמֶרֶת	אוֹמֶרֶת
לו	לוֹ	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	לוֹ	לוֹ
,	,			PUNCTUATION												False	,	,

למה	לָמָּה	לָמָּה	למה	INTERROGATIVE												False	לָמָּה	לָמָּה
לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
?	?			PUNCTUATION												False	?	?

ה|חיים	הַ|חַיִּים	חַי	חי	NOUN	DEFINITEARTICLE	MASCULINE	PLURAL		ABSOLUTE							False	הַחַיִּים	חַיִּים
הם	הֵם	הוּא	הוא	PRONOUN		MASCULINE	PLURAL	PERSON_3								False	הֵם	הֵם
סרט	סֶרֶט	סֶרֶט	סרט	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	סֶרֶט	סֶרֶט
,	,			PUNCTUATION												False	,	,

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
אשה	אִשָּׁה	אִשָּׁה	אישה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	אִשָּׁה	אִשָּׁה
משוחררת	מְשֻׁחְרֶרֶת	מְשֻׁחְרָר	משוחרר	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	מְשֻׁחְרֶרֶת	מְשֻׁחְרֶרֶת
.	.			PUNCTUATION												False	.	.

Did	Did			FOREIGN												False	Did	Did
I	I			FOREIGN												False	I	I
wake	wake			FOREIGN												False	wake	wake
you	you			FOREIGN												False	you	you
up	up			FOREIGN												False	up	up
?	?			PUNCTUATION												False	?	?
Are	Are			FOREIGN												False	Are	Are
you	you			FOREIGN												False	you	you
sleeping	sleeping			FOREIGN												False	sleeping	sleeping
alone	alone			FOREIGN												False	alone	alone
?	?			PUNCTUATION												False	?	?

Is	Is			FOREIGN												False	Is	Is
that	that			FOREIGN												False	that	that
a	a			FOREIGN												False	a	a
man	man			FOREIGN												False	man	man
'	'			PUNCTUATION												False	'	'
